property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,parkwood westend,sector 92,0.7,5204.0,2,2,3,5.0,Under Construction,1217.0,1,0,0,0,0,1,0
flat,dlf the primus,sector 82a,2.55,11219.0,4,4,3+,14.0,Relatively Old,2273.0,0,0,0,0,0,0,44
house,independent,sector 38,3.5,20325.0,3,2,2,1.0,Moderate Old,1722.0,0,0,0,0,0,1,0
house,independent,sector 4,0.7,6648.0,3,3,0,1.0,Moderate Old,117.0,0,0,0,0,0,1,0
house,grover homes sec 4,sector 4,4.75,9374.0,5,5,1,1.0,Old property,5067.0,1,1,0,1,0,2,35
house,independent,sector 24,11.0,28902.0,8,11,3+,3.0,Old property,5000.0,1,1,0,1,1,2,39
flat,signature global city,sector 37d,1.0,8163.0,3,3,3,4.0,Under Construction,1250.0,0,0,0,0,0,1,49
flat,gls arawali homes,sohna road,0.3,5291.0,2,2,0,10.0,Relatively Old,567.0,0,0,0,0,0,1,0
flat,indiabulls centrum park,sector 103,1.32,7788.0,3,3,3+,6.0,Relatively Old,1300.0,1,0,0,0,0,1,49
flat,sare crescent parc,sector 92,0.9,4259.0,4,5,3+,3.0,Relatively Old,1805.0,0,1,0,0,0,1,0
flat,bestech park view ananda,sector 81,1.15,6928.0,3,2,3+,6.0,Relatively Old,1463.0,1,0,0,0,0,2,104
flat,m3m merlin,sector 67,3.32,14080.0,3,4,3,8.0,New property,2016.0,0,1,0,0,0,2,174
house,unitech uniworld resorts,sector 33,11.5,24573.0,5,6,3+,4.0,Relatively Old,4680.0,0,1,0,0,0,1,84
house,international city by sobha phase 2,sector 109,8.75,24306.0,5,5,3+,3.0,New property,3600.0,1,1,1,1,0,2,153
flat,mapsko mount ville,sector 79,1.25,8389.0,3,3,3,18.0,Relatively Old,1058.0,1,0,0,0,0,2,102
flat,m3m golfestate,sector 65,7.0,18182.0,3,3,2,12.0,Moderate Old,4278.0,0,0,1,0,0,1,60
flat,assotech blith,sector 99,0.82,6007.0,2,2,3,0.0,New property,1365.0,0,0,0,0,0,1,51
flat,assotech blith,sector 99,0.92,6740.0,2,2,3+,22.0,Under Construction,1235.0,0,0,0,0,0,1,56
house,independent,sector 26,16.0,35556.0,5,6,3,2.0,Old property,4500.0,0,0,0,0,0,1,0
flat,bptp terra,sector 37d,1.8,8215.0,4,3,3,18.0,Relatively Old,2025.0,1,1,0,1,0,1,49
flat,ansal height 86,sector 86,0.8,5882.0,2,2,0,1.0,Relatively Old,1360.0,0,0,0,0,0,1,0
house,independent,sector 9,0.6,10753.0,3,3,1,2.0,Relatively Old,558.0,0,0,0,0,0,1,0
house,independent,sector 43,27.5,24366.0,6,7,3+,3.0,Relatively Old,11286.0,1,1,0,1,1,2,42
flat,smart world gems,sector 89,1.1,9973.0,2,2,2,3.0,New property,1226.0,0,0,1,0,0,1,77
flat,shapoorji pallonji joyville gurugram,sector 102,1.6,11696.0,2,2,3,14.0,Moderate Old,1368.0,0,0,0,0,0,1,0
house,independent,sector 26,7.0,39260.0,5,5,2,3.0,Relatively Old,1783.0,0,1,0,0,0,1,9
flat,microtek greenburg,sector 86,1.3,15294.0,2,3,3,5.0,Relatively Old,944.0,1,0,0,0,0,2,45
flat,bestech park view residency,sector 2,1.59,8281.0,3,4,3+,11.0,Moderate Old,1738.0,0,1,0,0,0,1,100
flat,godrej nature plus,sector 33,1.08,13123.0,2,2,3,8.0,Under Construction,85.0,0,0,0,0,0,1,56
flat,adani brahma samsara vilasa,sector 63,3.25,29545.0,3,3,3,4.0,New property,2700.0,0,0,0,0,1,1,41
house,independent,sector 3,0.9,8929.0,3,3,0,2.0,Moderate Old,112.0,0,0,0,0,0,1,0
flat,godrej oasis,sector 88a,1.15,9854.0,2,2,1,12.0,New property,120.0,1,0,0,0,0,1,79
flat,smart world orchard,sector 61,1.47,12783.0,2,2,2,4.0,Under Construction,1278.0,1,0,0,0,0,1,31
flat,bestech park view grand spa,sector 81,2.2,8271.0,3,4,3+,8.0,Relatively Old,2481.0,0,1,0,0,0,2,165
flat,godrej nature plus,sector 33,1.31,15976.0,2,2,2,4.0,Under Construction,85.0,0,0,0,0,0,1,92
flat,satya the hermitage,sector 103,0.89,6138.0,2,3,3,1.0,Relatively Old,1257.0,0,1,0,0,0,1,75
house,dlf city plots phase 3,sector 24,1.44,2963.0,4,2,2,1.0,Old property,540.0,0,0,0,0,0,1,8
house,independent,sector 108,1.34,5000.0,1,1,0,1.0,Relatively Old,2680.0,0,0,0,0,0,1,0
house,independent,sector 7,0.53,5889.0,2,2,0,1.0,Old property,900.0,0,0,0,0,0,1,0
flat,conscient heritage max,sector 102,1.82,9010.0,3,4,3+,12.0,Relatively Old,1757.0,0,1,0,0,0,1,101
flat,supertech hues,sector 68,0.8,6780.0,2,2,3+,14.0,New property,1180.0,0,0,0,0,0,2,26
flat,guru gram haryana cghs,sector 56,1.39,8424.0,3,2,3,6.0,Old property,1750.0,0,1,0,1,0,2,89
flat,unitech fresco,sector 50,1.88,10479.0,3,3,3+,14.0,Moderate Old,1790.0,0,0,0,0,1,2,174
flat,m3m heights,sector 65,2.79,14170.0,3,3,3,26.0,New property,1969.0,0,0,0,0,0,1,15
flat,smart world orchard,sector 61,2.5,16139.0,3,3,1,1.0,Under Construction,1549.0,0,0,0,0,0,1,61
flat,cghs hewo apartments,sector 31,1.25,11574.0,2,2,2,2.0,Old property,1200.0,0,0,0,0,0,1,28
flat,signature global solera,sector 107,0.37,6752.0,2,2,1,10.0,Relatively Old,496.0,0,0,0,0,0,1,73
flat,breeze global heights,sector 33,0.4,6421.0,2,2,2,4.0,Under Construction,623.0,0,0,0,0,0,1,0
flat,hsiidc sidco aravali,manesar,0.9,3478.0,3,3,3,2.0,Old property,1900.0,0,1,0,0,0,0,21
flat,dlf regency park,sector 28,2.35,13225.0,3,3,2,18.0,Old property,1608.0,0,1,0,0,0,1,120
house,dlf city plots,sector 26,17.3,38737.0,6,7,3+,3.0,New property,4518.0,1,1,1,1,0,2,124
house,dlf city plots phase 2,sector 25,6.5,36111.0,5,5,3+,3.0,Old property,1800.0,1,1,1,1,0,2,134
flat,ansal maple heights,sector 43,1.5,12658.0,3,3,3+,7.0,Old property,1385.0,0,0,1,0,0,2,174
flat,orris aster court premier,sector 85,1.73,6758.0,4,5,3+,8.0,Relatively Old,2017.0,0,1,0,0,0,1,16
flat,tata primanti,sector 72,5.0,11364.0,4,4,3+,2.0,New property,4000.0,1,1,1,0,0,2,174
flat,tulip violet,sector 69,1.7,8458.0,4,4,2,10.0,Relatively Old,1804.0,1,1,1,1,0,1,174
flat,smart world orchard,sector 61,2.57,15767.0,3,3,2,3.0,Under Construction,1630.0,1,0,0,0,0,1,0
flat,ss the leaf,sector 85,2.2,5641.0,4,6,3,10.0,Relatively Old,3920.0,0,1,0,0,0,1,174
flat,dlf new town heights,sector 86,1.55,6579.0,4,4,3+,12.0,Moderate Old,2038.0,0,1,0,1,0,2,120
flat,sidhartha ncr one phase,sector 95,0.6,4800.0,2,2,3,10.0,New property,1250.0,0,0,0,0,0,1,0
flat,aipl the peaceful homes,sector 70a,2.55,11860.0,3,3,3,20.0,New property,2000.0,0,1,0,1,1,2,150
flat,deepak minda,manesar,1.25,4715.0,3,3,3+,6.0,Moderate Old,2944.0,0,1,0,0,0,1,44
flat,hero homes,sector 104,1.35,9568.0,3,2,2,18.0,New property,1094.0,0,0,0,0,0,1,49
flat,apna enclave,sector 3,0.58,6105.0,2,2,2,2.0,Old property,900.0,0,0,0,0,0,1,66
flat,elan mercado,sector 80,0.85,12409.0,1,1,1,15.0,Relatively Old,761.0,0,0,0,0,0,1,60
flat,ambience creacions,sector 22,3.5,19444.0,3,4,3+,8.0,New property,2000.0,0,1,0,0,0,2,57
flat,parsvnath green ville,sector 48,1.42,8606.0,3,3,3,1.0,Moderate Old,1493.0,0,0,1,0,0,0,174
flat,tata primanti,sector 72,3.5,11427.0,4,5,3+,10.0,Relatively Old,2625.0,0,1,0,0,1,1,38
flat,godrej,sector 79,1.47,16261.0,2,2,3,9.0,New property,93.0,1,0,0,0,0,1,99
flat,eldeco accolade,sohna road,0.73,5775.0,2,2,3,5.0,Relatively Old,978.0,0,0,0,1,0,1,33
house,independent,sector 25,4.45,32963.0,4,3,3+,2.0,Moderate Old,1350.0,0,0,1,0,0,1,79
house,independent,sector 103,2.25,6367.0,3,5,3+,10.0,Relatively Old,3534.0,0,0,0,0,0,1,0
flat,tulip violet,sector 69,1.65,8871.0,3,3,2,1.0,Relatively Old,1578.0,0,0,0,0,0,2,69
house,madan puri,sector 7,0.75,12500.0,3,5,3,3.0,Moderate Old,600.0,0,0,0,0,0,1,0
flat,supertech araville,sector 79,0.78,6023.0,2,2,3+,0.0,New property,1172.0,0,0,0,0,1,1,74
flat,woodstock floors,sector 50,1.05,10628.0,2,2,2,2.0,Moderate Old,1098.0,0,0,0,0,0,1,53
flat,professors enclave cghs,sector 56,1.54,8324.0,3,3,2,6.0,Old property,1920.0,0,1,0,1,0,2,104
flat,the close north,sector 50,2.35,11768.0,3,3,3+,8.0,Moderate Old,1950.0,0,0,0,0,0,2,165
flat,tulip violet,sector 69,1.85,9204.0,4,4,2,14.0,Relatively Old,1819.0,0,0,0,0,0,2,157
flat,pivotal devaan,sector 84,0.34,5832.0,2,2,1,3.0,Relatively Old,533.0,0,0,1,0,0,1,75
flat,rof ananda,sector 95,0.25,6579.0,1,1,1,4.0,New property,344.0,0,0,0,0,0,1,0
flat,cancon enclave,sector 4,1.05,7778.0,3,2,2,2.0,New property,1500.0,0,0,0,0,0,2,0
house,unitech espace,sector 50,11.29,34846.0,5,5,3+,2.0,Moderate Old,3240.0,1,0,0,1,0,1,21
house,raj villas,sector 52,8.0,25543.0,6,5,3+,4.0,Moderate Old,3132.0,0,0,0,0,0,1,0
flat,palam vihar society,sector 2,0.4,8602.0,1,1,1,5.0,Moderate Old,450.0,0,0,0,0,0,2,39
flat,corona optus,sector 37c,1.5,6361.0,3,4,3+,14.0,New property,2134.0,0,1,0,0,1,1,83
flat,paras dews,sector 106,1.5,6369.0,4,6,3+,11.0,Relatively Old,1535.0,0,1,0,0,0,1,174
house,independent,sector 5,3.5,14787.0,5,4,2,2.0,Old property,2367.0,0,0,0,1,1,1,36
flat,surya vihar rwa,sector 21,1.3,6500.0,5,5,2,2.0,Old property,2400.0,1,1,1,0,0,2,42
house,independent,sector 15,1.8,10000.0,4,3,1,1.0,Old property,1800.0,0,0,0,0,0,1,16
flat,pareena coban residences,sector 99a,1.23,6159.0,3,5,3,5.0,Relatively Old,1807.0,0,1,0,0,0,1,99
flat,sare green parc,sector 92,0.85,6741.0,3,2,2,14.0,Relatively Old,1261.0,0,0,0,0,0,1,0
flat,ambience creacions,sector 22,3.99,12913.0,3,5,3+,3.0,New property,2796.0,0,1,0,0,0,0,102
flat,pivotal devaan,sector 84,0.3,6667.0,1,1,1,14.0,New property,500.0,0,0,0,0,0,2,22
flat,supertech araville,sector 79,0.83,5425.0,2,2,3,5.0,New property,1700.0,1,0,0,0,0,0,49
house,independent,sector 9a,4.5,14286.0,9,9,3+,3.0,Relatively Old,3150.0,1,0,0,1,1,2,38
flat,pivotal devaan,sector 84,0.35,7246.0,2,2,2,4.0,Relatively Old,537.0,0,0,0,0,0,1,37
flat,ats marigold,sector 89,1.85,8605.0,3,3,3+,12.0,New property,1946.0,0,1,0,0,0,1,37
flat,smart world orchard,sector 61,1.6,13913.0,2,2,2,4.0,Under Construction,1278.0,0,0,0,0,0,1,16
flat,antriksh heights,sector 84,0.79,4580.0,3,3,3+,8.0,New property,1561.0,0,0,0,0,0,1,24
flat,avl 36 gurgaon,sector 36a,0.65,8953.0,2,2,2,7.0,Relatively Old,657.0,0,0,0,0,0,1,89
flat,ompee k s residency,sector 110,1.6,2993.0,2,2,2,1.0,Relatively Old,73.0,0,0,0,0,0,1,0
flat,ss the leaf,sector 85,2.0,11869.0,3,4,3,5.0,Relatively Old,2026.0,0,1,0,0,0,1,156
house,independent,sector 9,0.5,6083.0,3,2,1,1.0,Old property,822.0,0,0,0,0,0,1,0
flat,ats marigold,sector 89,1.5,8571.0,3,3,3,2.0,New property,1944.0,0,0,0,0,1,1,49
flat,dlf new town heights,sector 90,1.51,6387.0,4,4,3+,6.0,Relatively Old,2362.0,0,1,0,1,0,2,142
flat,bestech park view grand spa,sector 81,2.25,8459.0,3,4,3+,8.0,Relatively Old,2300.0,1,1,1,0,0,2,122
flat,mapsko mount ville,sector 79,1.55,8540.0,3,4,3,11.0,Relatively Old,1416.0,0,1,0,0,0,2,152
flat,dlf new town heights,sector 91,1.65,6346.0,4,4,3+,11.0,Moderate Old,2139.0,0,1,0,0,0,1,72
flat,m3m merlin,sector 67,3.5,14843.0,3,4,3+,15.0,Relatively Old,2134.0,0,1,0,0,0,2,158
house,project housing board colony,sector 28,2.58,17695.0,4,2,2,2.0,Relatively Old,1458.0,0,0,0,0,0,1,0
flat,ansal housing highland park,sector 103,1.1,6243.0,3,3,3+,7.0,New property,1500.0,0,0,0,0,0,1,87
flat,eden landmark,manesar,0.5,3846.0,2,2,0,7.0,Under Construction,1300.0,0,0,0,0,0,1,0
flat,ss the leaf,sector 85,1.05,6402.0,2,2,3,11.0,Relatively Old,1484.0,0,0,0,0,0,1,44
flat,pyramid urban,sector 67a,0.55,10516.0,2,2,2,3.0,Relatively Old,581.0,0,0,0,0,0,1,73
flat,shree vardhman flora,sector 90,0.7,5323.0,2,2,3,9.0,New property,1350.0,1,0,0,0,0,1,60
flat,vipul lavanya,sector 81,1.0,8000.0,2,2,2,7.0,Relatively Old,1131.0,0,0,0,0,0,1,31
flat,sunischit apartments,sector 54,1.75,7955.0,3,4,3+,5.0,Moderate Old,1900.0,0,1,0,0,0,2,83
flat,signature global park,sohna road,0.9,6254.0,3,3,3,3.0,Relatively Old,1599.0,0,0,0,1,0,1,96
flat,indiabulls centrum park,sector 103,1.01,8080.0,2,2,3,5.0,Relatively Old,1338.0,0,0,1,0,0,2,165
house,international city by sobha phase 2,sector 109,9.5,26389.0,5,5,3+,2.0,Relatively Old,3600.0,1,1,1,1,0,1,133
house,independent,sector 28,9.0,27778.0,6,7,3+,3.0,Moderate Old,3240.0,1,1,1,1,0,1,67
house,vatika signature villas,sector 82,3.2,14350.0,3,4,3,1.0,New property,2160.0,1,1,1,1,0,1,66
flat,paras dews,sector 106,0.97,8818.0,2,2,3,6.0,New property,1200.0,0,0,0,1,0,2,174
house,vipul tatvam villa,sector 48,7.35,22812.0,4,5,2,2.0,Moderate Old,3222.0,1,1,1,1,0,2,144
flat,sare crescent parc,sector 92,0.82,5384.0,3,3,3+,12.0,Relatively Old,1523.0,0,0,0,0,0,1,0
house,independent,sector 8,0.32,7111.0,2,3,1,1.0,Relatively Old,450.0,0,0,0,0,0,1,0
flat,dlf new town heights,sector 86,1.4,5942.0,4,4,3+,20.0,Relatively Old,2132.0,0,1,0,1,0,1,65
flat,tulip ivory,sector 70,2.35,9792.0,4,4,3+,8.0,Moderate Old,2667.0,0,1,0,0,0,1,108
flat,central park flower valley,sector 33,3.3,13750.0,3,3,3,2.0,Under Construction,2667.0,1,1,1,1,0,1,61
flat,smart world orchard,sector 61,2.0,12912.0,3,3,2,3.0,New property,1721.0,0,0,0,0,1,1,61
flat,dlf the primus,sector 82a,2.7,10481.0,4,4,3+,18.0,Moderate Old,2576.0,0,1,0,0,0,1,38
house,vatika signature villas,sector 82,5.0,15432.0,4,4,3+,3.0,Relatively Old,3240.0,0,1,1,1,0,1,24
house,independent,sector 4,0.65,10317.0,1,1,1,1.0,Moderate Old,70.0,0,0,0,0,1,1,21
flat,tata primanti,sector 72,3.4,15561.0,3,4,3+,9.0,Moderate Old,2185.0,0,1,0,0,0,1,38
flat,puri diplomatic greens,sector 111,3.9,13000.0,4,5,3+,6.0,Relatively Old,2996.0,0,1,0,0,0,0,160
flat,emaar mgf the palm drive,sector 66,1.51,15130.0,2,2,2,5.0,Relatively Old,1188.0,0,0,0,1,0,2,82
flat,dlf the skycourt,sector 86,1.6,8294.0,3,3,1,14.0,Relatively Old,1746.0,0,0,0,1,0,1,72
flat,sare petioles,sector 92,1.25,6098.0,3,3,3,18.0,Under Construction,2278.0,0,1,0,0,0,1,44
flat,trisara our homes 3,sohna road,0.4,6557.0,2,2,1,0.0,New property,669.0,0,0,0,0,0,2,90
flat,imperia the esfera,sector 37c,1.1,5405.0,3,4,3,9.0,Relatively Old,1899.0,1,1,0,0,0,1,49
flat,vatika city homes,sector 83,1.0,5747.0,3,3,2,2.0,Relatively Old,1575.0,0,0,1,0,0,2,174
flat,godrej,sector 79,1.93,8532.0,3,4,3+,5.0,Relatively Old,2047.0,0,1,0,0,0,1,158
flat,ss the leaf,sector 85,1.05,6162.0,2,2,3+,7.0,Relatively Old,1512.0,0,0,1,0,0,1,144
flat,supertech hues,sector 68,0.82,6949.0,2,2,3+,21.0,Under Construction,1068.0,0,0,0,0,1,1,72
flat,orris carnation residency,sector 85,0.55,5789.0,2,2,2,5.0,Relatively Old,1050.0,0,0,0,0,1,1,174
house,satya the hermitage,sector 103,3.15,6702.0,4,5,0,12.0,Relatively Old,4700.0,0,0,0,0,0,1,61
flat,emaar gurgaon greens,sector 102,1.6,9697.0,3,3,3,8.0,Relatively Old,1315.0,0,0,0,0,0,1,46
flat,unitech uniworld gardens,sector 47,2.4,11505.0,3,3,3+,10.0,Moderate Old,1888.0,0,1,0,0,0,2,120
flat,shree vardhman flora,sector 90,1.3,5253.0,4,5,2,9.0,Relatively Old,2134.0,1,1,0,0,0,1,110
house,godrej meridien,sector 106,5.6,14000.0,5,4,3+,33.0,New property,4000.0,1,1,1,1,0,1,151
flat,bestech park view city,sector 48,1.8,10251.0,3,4,3,3.0,Moderate Old,1951.0,1,0,0,0,0,2,76
flat,sbtl caladium,sector 109,1.68,6601.0,3,3,3+,7.0,Moderate Old,2303.0,0,1,0,0,0,1,134
house,ss aaron ville,sector 49,6.75,15000.0,5,4,2,2.0,New property,4500.0,0,0,0,0,1,1,49
flat,corona gracieux,sector 76,1.46,5499.0,4,6,3+,8.0,New property,2398.0,0,1,0,0,0,1,58
flat,umang monsoon breeze,sector 78,1.2,6494.0,3,3,2,8.0,Moderate Old,2045.0,0,0,0,1,0,0,8
flat,global hill view,sector 11,0.36,5150.0,2,2,0,15.0,Relatively Old,699.0,0,0,0,0,0,1,0
flat,mvn athens,sohna road,0.25,5187.0,2,2,1,0.0,Relatively Old,535.0,0,0,0,1,0,1,90
flat,housing apna enclave,sector 4,0.39,4105.0,2,2,1,1.0,Relatively Old,950.0,0,0,0,0,0,1,0
house,independent,sector 7,0.45,5000.0,3,2,0,1.0,Old property,1000.0,0,0,0,0,0,1,0
house,sushant lok 1 builder floors,sector 43,10.85,28841.0,8,8,3,3.0,Moderate Old,3762.0,1,1,1,1,0,0,160
house,independent,sector 11,0.9,10000.0,2,4,3+,4.0,Moderate Old,900.0,0,0,0,0,0,1,7
flat,ss the leaf,sector 85,1.3,7927.0,2,2,2,17.0,New property,1484.0,0,0,0,0,0,1,90
flat,dlf new town heights,sector 90,2.0,7334.0,4,4,3+,20.0,Moderate Old,2468.0,0,1,0,0,1,1,49
flat,tata primanti,sector 72,3.85,13253.0,4,5,3+,13.0,Relatively Old,2629.0,0,1,0,0,0,2,174
flat,signature global solera,sector 107,0.28,5726.0,2,2,2,6.0,Relatively Old,543.0,0,0,0,0,0,1,45
house,eldeco mansionz,sector 48,4.75,20299.0,7,7,3,2.0,Moderate Old,2340.0,1,0,0,0,0,2,33
flat,sare crescent parc,sector 92,0.5,5000.0,2,2,2,2.0,Relatively Old,905.0,0,0,0,0,1,1,72
flat,paras irene,sector 70a,1.3,9220.0,2,2,3,19.0,Moderate Old,1426.0,0,0,0,0,0,2,49
flat,smart world gems,sector 89,1.2,8433.0,3,3,2,2.0,New property,1581.0,0,0,0,0,0,1,44
flat,experion windchants,sector 112,2.5,13889.0,2,2,3,10.0,Relatively Old,1939.03,1,0,0,1,0,2,174
flat,vatika xpressions,sector 88b,0.92,6815.0,2,2,3,3.0,New property,1350.0,0,0,0,0,0,1,26
house,independent,sector 12,2.9,10741.0,7,7,3,2.0,Old property,2700.0,0,0,0,0,0,1,7
flat,m3m sierra 68,sector 68,1.25,10246.0,2,2,3,4.0,New property,938.0,0,0,0,0,0,1,44
flat,conscient heritage max,sector 102,2.1,9772.0,3,4,3+,10.0,Relatively Old,1945.0,1,1,0,0,0,1,53
house,independent,sector 23,5.65,17706.0,7,7,3+,2.0,Moderate Old,5000.0,0,1,0,1,0,1,68
flat,paras dews,sector 106,1.25,10656.0,3,4,3,14.0,Relatively Old,1305.0,1,1,0,0,0,1,167
flat,emaar gurgaon greens,sector 102,1.3,7879.0,3,3,3,4.0,Relatively Old,1315.0,0,1,0,0,0,2,125
flat,dlf new town heights,sector 90,1.2,6218.0,3,3,3+,15.0,Relatively Old,1747.0,0,0,0,0,0,1,37
flat,global hill view,sector 11,0.33,4269.0,2,2,0,11.0,Relatively Old,761.0,0,0,0,0,0,1,0
flat,suncity vatsal valley,gwal pahari,1.38,9650.0,3,3,2,1.0,Relatively Old,1294.0,0,0,0,0,0,2,151
flat,corona optus,sector 37c,1.2,6916.0,3,4,3,8.0,Relatively Old,1635.0,0,0,0,0,0,1,149
flat,bestech park view residency,sector 2,1.55,8073.0,3,4,3+,4.0,Old property,1738.0,0,1,0,0,0,1,84
flat,ss the leaf,sector 85,1.04,8320.0,2,2,3,17.0,New property,1550.0,0,0,0,0,1,1,145
house,emaar mgf marbella,sector 66,11.0,33951.0,5,6,3+,2.0,New property,3240.0,1,1,1,1,0,2,153
flat,ansal plaza,sector 2,1.0,10000.0,2,3,0,1.0,Moderate Old,1000.0,0,0,0,0,0,1,0
flat,sonata group housing gh 24,manesar,1.65,5893.0,4,3,3,8.0,New property,3111.0,0,1,0,0,0,1,20
flat,emaar imperial gardens,sector 102,1.91,9550.0,3,4,2,17.0,Relatively Old,1587.0,1,1,0,0,0,2,152
flat,hcbs sports ville,sector 2,0.35,4375.0,2,2,2,8.0,Relatively Old,800.0,0,0,0,0,0,1,37
house,bptp astaire gardens,sector 70a,6.5,27873.0,4,4,3+,2.0,New property,2332.0,1,1,0,1,0,2,160
house,unitech deerwood chase,sector 50,8.45,26153.0,3,3,2,2.0,Old property,3231.0,1,1,0,0,0,2,102
flat,paras dews,sector 106,1.4,6001.0,3,4,3+,12.0,Under Construction,1593.0,1,1,0,0,1,1,55
flat,dlf regency park,sector 28,1.35,11739.0,2,2,2,14.0,Old property,1120.0,0,0,1,0,0,1,66
flat,piedmont taksila heights,sector 37c,1.0,6506.0,3,3,3+,8.0,Relatively Old,1708.0,0,0,0,0,0,2,49
house,signature global city,sector 37d,1.27,8089.0,3,3,3,4.0,Under Construction,1570.0,0,0,0,1,0,1,89
flat,suncity vatsal valley,gwal pahari,1.0,13333.0,2,2,2,3.0,New property,833.0,0,0,0,0,0,2,13
flat,vatika lifestyle homes,sector 83,1.04,5699.0,3,2,2,2.0,Moderate Old,1500.0,0,0,0,0,0,1,95
flat,umang monsoon breeze,sector 78,0.95,5491.0,3,3,2,9.0,Relatively Old,1730.0,0,0,0,0,0,2,65
house,independent,sector 12,1.7,8000.0,5,5,3,3.0,Moderate Old,2000.0,0,0,0,1,1,1,9
flat,ireo victory valley,sector 67,3.15,12847.0,3,4,3+,15.0,Relatively Old,2219.0,0,1,0,1,0,2,149
flat,chintels paradiso,sector 109,1.97,7490.0,4,4,2,11.0,Relatively Old,2380.0,0,1,0,1,0,1,49
flat,m3m the marina,sector 68,1.32,8759.0,2,2,3,15.0,Relatively Old,1364.0,1,0,0,0,0,1,120
flat,bestech park view residency,sector 2,1.36,7645.0,3,3,3+,5.0,Moderate Old,1611.0,0,0,0,0,0,1,84
flat,puri emerald bay,sector 104,1.58,9117.0,2,3,3,11.0,Relatively Old,1538.0,0,1,0,0,0,1,101
house,independent,sector 3,0.6,6000.0,1,1,0,1.0,Moderate Old,1000.0,0,0,0,0,0,1,0
house,independent,sector 57,3.3,19097.0,4,4,2,3.0,Moderate Old,1728.0,0,0,1,0,0,2,60
flat,vatika gurgaon,sector 83,0.87,6988.0,2,2,2,3.0,Moderate Old,1127.0,0,0,0,0,0,1,35
flat,signature global synera,sector 81,0.4,6319.0,2,2,1,12.0,Relatively Old,586.0,0,0,0,0,0,1,23
flat,m3m woodshire,sector 107,1.45,6141.0,3,4,3+,7.0,Relatively Old,1900.0,0,1,0,0,0,1,67
flat,paras dews,sector 106,1.34,9551.0,4,5,3+,7.0,Relatively Old,1535.0,0,1,0,0,0,1,49
flat,bestech park view ananda,sector 81,1.4,7735.0,3,3,3+,6.0,Relatively Old,1475.0,0,0,0,0,0,1,95
house,independent,sector 50,7.0,23333.0,4,4,2,3.0,Old property,3400.0,0,1,0,0,0,1,118
house,independent,sector 14,5.5,16975.0,5,4,2,2.0,Old property,3240.0,1,0,0,0,0,1,27
flat,m3m heights,sector 65,1.95,15997.0,2,2,3,16.0,Under Construction,1141.0,0,0,0,0,0,1,44
flat,emaar gurgaon greens,sector 102,1.45,14174.0,3,3,3,10.0,Relatively Old,1315.0,0,1,0,0,0,1,165
flat,vasant appartments,sector 14,1.7,7391.0,5,5,2,2.0,Old property,2556.0,1,0,1,1,0,0,71
house,dlf city plots phase 2,sector 25,6.5,33592.0,3,9,3+,3.0,Old property,1935.0,1,1,1,1,0,2,142
flat,tulip violet,sector 69,1.37,8676.0,3,3,1,12.0,Relatively Old,1568.0,0,0,0,1,0,1,95
house,independent,sector 25,16.0,26667.0,6,5,2,3.0,Relatively Old,6000.0,0,0,0,0,0,1,0
flat,ashiana apartment,sector 23,0.16,2051.0,2,2,2,1.0,Moderate Old,706.0,0,0,0,0,0,1,0
flat,indiabulls enigma,sector 110,4.49,11572.0,5,5,3+,4.0,Relatively Old,3511.0,0,1,0,0,0,1,165
flat,bestech park view residency,sector 2,0.98,6960.0,2,2,3,0.0,Moderate Old,1281.0,0,0,0,0,0,1,85
flat,ild grand,sector 37c,0.66,5038.0,2,2,3+,14.0,Relatively Old,1310.0,0,0,0,0,0,1,60
flat,dlf new town heights,sector 90,1.8,6601.0,4,4,3+,23.0,Moderate Old,2468.0,0,0,0,0,0,1,67
house,sushant lok 1 builder floors,sector 43,13.0,48148.0,3,3,3+,4.0,New property,2700.0,0,0,0,1,0,2,7
house,international city by sobha phase 2,sector 109,12.5,26670.0,5,6,3,3.0,Relatively Old,4500.0,1,1,1,1,0,1,63
flat,apex our homes,sector 37c,0.33,3568.0,2,2,1,3.0,Relatively Old,850.0,0,0,0,0,0,2,158
house,independent,sector 43,1.9,3909.0,3,3,3+,3.0,Old property,60.0,0,0,0,0,0,0,0
house,independent,sector 57,8.31,24171.0,5,6,3+,4.0,Old property,3438.0,1,1,1,1,0,1,34
flat,spaze privvy the address,sector 93,1.45,8033.0,3,4,2,12.0,Relatively Old,1350.0,0,0,0,0,0,2,96
flat,birla navya,sector 63a,3.3,15349.0,3,3,3,4.0,Under Construction,2150.0,0,1,0,0,0,1,52
flat,signature global park,sohna road,0.54,6391.0,2,2,3,4.0,New property,676.0,0,0,0,0,0,1,44
flat,sare petioles,sector 92,1.3,6373.0,4,4,0,7.0,Relatively Old,2040.0,0,0,0,0,0,1,0
flat,ramprasta awho,sector 95,0.92,5257.0,3,3,3+,13.0,New property,1750.0,0,0,0,0,0,1,0
flat,afnhb jalvayu vihar,sector 30,1.3,10000.0,3,3,2,2.0,Old property,1401.0,0,0,0,0,0,1,19
flat,apna enclave,sector 3,0.5,7692.0,2,2,1,1.0,Old property,722.0,0,0,0,0,0,2,37
